gene,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,fdr
Rpl30,0.7557022809123649,0.2442977190876351,1.1292598209008162,3.210859e-05,5.285542e-05,1.839682e-08,0.1,-0.6661277,-0.6601329,0.8391708,-3.7467194,2.7903242,0.10859522,0.14156228,0.098428835489834,0.12516184721622836,0.450567,0.64139867,False,RES_vs_CON,CURES,CON,0.7594932748579671
Sytl5,0.7555022008803521,0.24449779911964786,1.1281763598699166,3.6442057e-06,8.741009e-07,1.839682e-08,0.1,2.3955657,2.3750153,3.331277,-12.707326,14.311481,0.0013863216,0.00043159258,0.0013863216266173752,0.00043159257660768235,0.004089899,0.0015682869,False,RES_vs_CON,CURES,CON,0.7593851049964773
Stk32c,0.7547018807523009,0.24529811924769906,1.1238484997407363,1.2305148e-05,2.6025447e-05,1.839682e-08,0.1,-1.046834,-1.064496,1.3762659,-6.3980074,4.123331,0.038817015,0.023737606,0.03650646950092418,0.023305999136814876,0.15041962,0.099100284,False,RES_vs_CON,CURES,CON,0.7586270878662913
Rpl18,0.7545018007202882,0.24549819927971184,1.1227680250677294,4.196457e-05,7.0229806e-05,1.839682e-08,0.1,-0.81230223,-0.7922816,1.017885,-4.847699,3.0151873,0.13170052,0.12990919,0.11922365988909489,0.11437203280103621,0.5432493,0.5854843,False,RES_vs_CON,CURES,CON,0.7584723768347138
4930588A03Rik,0.7543017206882753,0.24569827931172472,1.121688144291938,5.5903735e-07,1.8219343e-07,1.839682e-08,0.1,1.5615246,1.5391417,2.1055174,-5.742859,8.992651,0.00046210721,0.0,0.0004621072088724584,0.0,0.0014495207,0.0,False,RES_vs_CON,CURES,CON,0.7583176468678163
Ndufa3,0.7543017206882753,0.24569827931172472,1.121688144291938,3.6762965e-05,6.535059e-05,1.839682e-08,0.1,-0.72179323,-0.7172084,0.8973885,-4.3035917,2.170085,0.11829948,0.09279234,0.10905730129390068,0.08329736728528277,0.4708096,0.4178184,False,RES_vs_CON,CURES,CON,0.7583176468678163
Map4k4,0.7537014805922368,0.24629851940776315,1.1184520541743033,0.00023344217,0.00017543645,1.839682e-08,0.1,0.43285987,0.44141674,0.4841211,-1.2203255,2.1074686,0.666361,0.41864684,0.46395563770795323,0.32326283987915655,2.5842953,1.8553038,False,RES_vs_CON,CURES,CON,0.7578069602282433
Gjb1,0.7527010804321729,0.24729891956782712,1.1130703446919337,1.9018176e-05,4.1872576e-05,1.839682e-08,0.1,-1.0204827,-1.0241137,1.3296591,-5.527775,3.7130165,0.025415903,0.017263707,0.025415896487985198,0.016832110487699628,0.10991073,0.07541748,False,RES_vs_CON,CURES,CON,0.75684743232585
Mcm3ap,0.7527010804321729,0.24729891956782712,1.1130703446919337,6.266325e-05,3.3861492e-05,1.839682e-08,0.1,1.1060995,1.1276565,1.4747667,-3.7168484,6.758092,0.05175602,0.038411777,0.04852125693160807,0.035390591281829975,0.20297872,0.16112949,False,RES_vs_CON,CURES,CON,0.75684743232585
Abcb6,0.7521008403361344,0.24789915966386555,1.1098483348921426,4.7287513e-06,1.5954987e-05,1.839682e-08,0.1,-1.5513401,-1.6015677,2.0913932,-9.515809,6.8217955,0.01016636,0.011221407,0.010166358595194085,0.010789814415192063,0.042040367,0.05523923,False,RES_vs_CON,CURES,CON,0.7563364719051184
Dynlt1a,0.7521008403361344,0.24789915966386555,1.1098483348921426,5.519351e-06,1.4573658e-05,1.839682e-08,0.1,-1.5741122,-1.5726433,2.1978216,-9.14347,6.764662,0.0050831796,0.01337937,0.005083179297597041,0.013379369874838162,0.021372315,0.06296091,False,RES_vs_CON,CURES,CON,0.7563364719051184
St8sia1,0.7521008403361344,0.24789915966386555,1.1098483348921426,5.75736e-05,3.1432228e-05,1.839682e-08,0.1,0.9538761,0.98818016,1.2837664,-3.5853033,5.069603,0.07717192,0.037980177,0.06885397412199629,0.034958998705222295,0.28002015,0.16332,False,RES_vs_CON,CURES,CON,0.7563364719051184
Rps14,0.7521008403361344,0.24789915966386555,1.1098483348921426,5.4186923e-05,8.2546816e-05,1.839682e-08,0.1,-0.5713677,-0.575778,0.6948736,-3.2155104,1.7827301,0.13770781,0.13983591,0.12892791127541664,0.12473025463962069,0.54884875,0.61395085,False,RES_vs_CON,CURES,CON,0.7563364719051184
Cdk2ap1,0.7519007603041217,0.24809923969587833,1.1087754943675048,4.569251e-05,2.8671599e-05,1.839682e-08,0.1,0.75767,0.74126816,0.9582441,-2.317277,4.3199425,0.10397415,0.047906835,0.09611829944547168,0.04618040569702197,0.39767244,0.22227448,False,RES_vs_CON,CURES,CON,0.7563204561765926
Gm43647,0.7519007603041217,0.24809923969587833,1.1087754943675048,2.3590676e-06,5.859215e-07,1.839682e-08,0.1,1.8918138,1.9586267,2.6537268,-7.766468,10.174538,0.0013863216,0.0,0.0013863216266173752,0.0,0.0041081975,0.0,False,RES_vs_CON,CURES,CON,0.7563204561765926
Gm47771,0.7517006802721088,0.2482993197278912,1.107703233398557,1.1718545e-06,3.4709862e-07,1.839682e-08,0.1,2.0517888,1.970892,2.852314,-8.550257,12.712238,0.0018484289,0.0,0.0009242144177449168,0.0,0.006585322,0.0,False,RES_vs_CON,CURES,CON,0.7562118049914393
Lyz2,0.751500600240096,0.24849939975990398,1.1066315508998934,7.774322e-06,1.7213174e-06,1.839682e-08,0.1,2.064006,2.0923986,2.8473885,-9.254915,15.497771,0.0036968577,0.0021579629,0.00277264325323475,0.0021579628830384117,0.011733954,0.008812169,False,RES_vs_CON,CURES,CON,0.7560568228761283
Rgs3,0.7513005202080832,0.24869947979191676,1.1055604457886066,3.4037625e-05,5.724065e-05,1.839682e-08,0.1,-0.642582,-0.61094236,0.77801526,-3.2408276,2.0114098,0.10166361,0.17177403,0.09426987060998182,0.15105740181268956,0.3964771,0.7223014,False,RES_vs_CON,CURES,CON,0.7559018217772164
1810020O05Rik,0.7511004401760705,0.24889955982392953,1.1044899169842801,5.28791e-07,2.3185507e-06,1.839682e-08,0.1,-1.913481,-1.9179707,2.6514022,-12.270222,7.9985056,0.0,0.00086318515,0.0,0.0008631851532153647,0.0,0.004461002,False,RES_vs_CON,CURES,CON,0.7557468016912161
Calm1,0.7511004401760705,0.24889955982392953,1.1044899169842801,0.00016138807,0.00026402544,1.839682e-08,0.1,-0.5873099,-0.58549213,0.7241185,-3.1548672,2.6136303,0.55268085,0.6154551,0.40434380776340534,0.397065170479071,2.221577,2.658818,False,RES_vs_CON,CURES,CON,0.7557468016912161
D330050I16Rik,0.7507002801120448,0.24929971988795518,1.1023505839872536,2.0494324e-05,8.509754e-06,1.839682e-08,0.1,1.493698,1.5104489,2.0970857,-6.8619432,8.839582,0.021719044,0.005179111,0.01987060998151571,0.005179110919292188,0.08582455,0.019199278,False,RES_vs_CON,CURES,CON,0.7554367045439923
Prdx3,0.750500200080032,0.24949979991996796,1.1012817776461061,1.6745757e-05,3.9137416e-05,1.839682e-08,0.1,-0.9847056,-0.9388447,1.2510622,-5.5696735,2.8500109,0.03234751,0.041432925,0.030961182994454686,0.03884333189469141,0.1252785,0.18715696,False,RES_vs_CON,CURES,CON,0.7552816274757881
Cebpd,0.7503001200480192,0.24969987995198084,1.100213543315007,6.2129466e-06,1.5974085e-05,1.839682e-08,0.1,-1.2141689,-1.2252111,1.6929058,-8.1478615,5.3540134,0.011552682,0.02546398,0.011552680221811462,0.024600776866637926,0.048265647,0.104735434,False,RES_vs_CON,CURES,CON,0.7551265314065342
Nkx2-2os,0.7501000400160064,0.2498999599839936,1.0991458799258773,0.0001986485,0.0001276314,1.839682e-08,0.1,0.6607548,0.65056753,0.8248141,-2.360528,3.6878834,0.36136737,0.20889123,0.2509242144177472,0.16788951230038934,1.4097171,0.92441535,False,RES_vs_CON,CURES,CON,0.7549714163327382
Sgpl1,0.7498999599839936,0.2501000400160064,1.098078786413079,5.6247052e-05,3.1064188e-05,1.839682e-08,0.1,0.88971674,0.89802647,1.2054062,-3.6006289,5.620929,0.06885399,0.045317277,0.06330868761552672,0.04359085023737589,0.25942016,0.20861098,False,RES_vs_CON,CURES,CON,0.7548162822509066
Tek,0.7496998799519808,0.25030012004801916,1.09701226171341,1.0784125e-05,3.8506478e-06,1.839682e-08,0.1,1.8571886,1.8045335,2.5804243,-10.372375,12.081801,0.008317931,0.0047475183,0.00785582255083179,0.004747518342684506,0.035329774,0.021397393,False,RES_vs_CON,CURES,CON,0.7546611291575454
Tpt1,0.7496998799519808,0.25030012004801916,1.09701226171341,5.4259475e-05,8.514344e-05,1.839682e-08,0.1,-0.5573569,-0.55526066,0.6787754,-3.0894575,1.8086767,0.19408418,0.18774301,0.1746765249537906,0.1596892533448433,0.7657588,0.8404303,False,RES_vs_CON,CURES,CON,0.7546611291575454
Cd38,0.749499799919968,0.25050020008003204,1.0959463047660944,8.904311e-05,0.00014900464,1.839682e-08,0.1,-0.7136217,-0.7116437,0.9202661,-4.1454268,2.203125,0.15711613,0.30772617,0.13170055452865143,0.22011221406991943,0.61147857,1.2922666,False,RES_vs_CON,CURES,CON,0.7545521946982003
Fam122a,0.7492997198879552,0.2507002801120448,1.0948809145127787,6.97726e-06,1.42610525e-05,1.839682e-08,0.1,-1.0674624,-1.0671983,1.518041,-9.406935,6.2150345,0.019408507,0.023306016,0.019408502772643253,0.022874406560207193,0.07522466,0.101435445,False,RES_vs_CON,CURES,CON,0.7543969968939958
Ski,0.7490996398559424,0.2509003601440576,1.0938160898975173,5.7880843e-05,3.9313927e-05,1.839682e-08,0.1,0.6451307,0.60383654,0.8125368,-1.9726515,4.2188416,0.1344731,0.09192917,0.12153419593345721,0.0824341821320674,0.51618165,0.38878655,False,RES_vs_CON,CURES,CON,0.7542417800657895
Rpl21,0.7490996398559424,0.2509003601440576,1.0938160898975173,5.582375e-05,9.04946e-05,1.839682e-08,0.1,-0.6403129,-0.6374483,0.8177471,-3.9034605,3.2423954,0.18022113,0.21968095,0.15988909426987175,0.18774277082434293,0.75378406,0.97966975,False,RES_vs_CON,CURES,CON,0.7542417800657895
Rps9,0.7488995598239295,0.25110044017607047,1.0927518298667696,3.674842e-05,8.197999e-05,1.839682e-08,0.1,-0.9848532,-0.9721222,1.2859007,-5.6206055,3.8861609,0.06053606,0.08502368,0.057301293900184756,0.07768666378938284,0.25715253,0.37039715,False,RES_vs_CON,CURES,CON,0.7541327674872818
Miat,0.7486994797919168,0.25130052020808324,1.091688133369392,4.866109e-05,2.9378452e-05,1.839682e-08,0.1,1.0312585,0.9881501,1.3466141,-3.734437,7.0689154,0.060998168,0.046612043,0.059149722735674586,0.04186447993094517,0.23700938,0.2145278,False,RES_vs_CON,CURES,CON,0.7539775059168522
Ddx17,0.7486994797919168,0.25130052020808324,1.091688133369392,0.0004224972,0.00033323967,1.839682e-08,0.1,0.4078668,0.3741436,0.4476367,-1.2563171,2.2285376,0.86830384,0.63012886,0.5540665434380773,0.4324557617609013,3.289368,2.7627363,False,RES_vs_CON,CURES,CON,0.7539775059168522
Ebp,0.748499399759904,0.251500600240096,1.0906249993566273,2.4022691e-05,5.19354e-05,1.839682e-08,0.1,-1.0671213,-1.0519819,1.4015205,-5.8650904,3.9625626,0.029112762,0.039706558,0.02818853974121994,0.036685369011653014,0.12369422,0.17800431,False,RES_vs_CON,CURES,CON,0.7538684408838024
Gm43625,0.748499399759904,0.251500600240096,1.0906249993566273,5.841558e-06,3.0158171e-06,1.839682e-08,0.1,1.5277064,1.4943695,2.1234353,-7.5756474,8.728341,0.01709797,0.0038843332,0.017097966728280966,0.003884333189469141,0.06538709,0.016058058,False,RES_vs_CON,CURES,CON,0.7538684408838024
Apmap,0.7482993197278912,0.2517006802721088,1.0895624267820994,1.9091995e-05,3.916934e-05,1.839682e-08,0.1,-0.89516234,-0.89399576,1.1452893,-5.4248676,3.5767288,0.05868763,0.046180457,0.05637707948243984,0.04272766508416053,0.23192817,0.2064976,False,RES_vs_CON,CURES,CON,0.7537593491010974
D430036J16Rik,0.7482993197278912,0.2517006802721088,1.0895624267820994,1.082084e-06,4.4350696e-07,1.839682e-08,0.1,1.883615,1.9413385,2.718044,-10.647217,12.00495,0.00092421443,0.0,0.0009242144177449168,0.0,0.0046403664,0.0,False,RES_vs_CON,CURES,CON,0.7537593491010974
Ypel4,0.7476990796318528,0.2523009203681472,1.0863780672597196,5.4360876e-06,1.4666708e-05,1.839682e-08,0.1,-1.3674525,-1.3352518,2.0618236,-9.094785,7.834326,0.013401112,0.010789814,0.013401109057301299,0.010789814415192063,0.053409174,0.04390639,False,RES_vs_CON,CURES,CON,0.753247101256643
Ikzf5,0.7476990796318528,0.2523009203681472,1.0863780672597196,1.5053658e-05,3.920191e-05,1.839682e-08,0.1,-1.0780754,-1.0227232,1.4413716,-6.9215956,4.26622,0.02587801,0.040569745,0.025878003696857655,0.03841173931808373,0.09545175,0.18258597,False,RES_vs_CON,CURES,CON,0.753247101256643
Txnl4a,0.7472989195678271,0.2527010804321729,1.084257949025507,7.558928e-06,2.0665697e-05,1.839682e-08,0.1,-1.4247738,-1.4799147,2.0398774,-9.388878,5.9728537,0.021719044,0.023737606,0.02171903881700554,0.022874406560207193,0.09404512,0.10892027,False,RES_vs_CON,CURES,CON,0.7529363171211447
Gm28989,0.7472989195678271,0.2527010804321729,1.084257949025507,1.3804191e-06,4.0859888e-07,1.839682e-08,0.1,1.872901,1.8007898,2.604029,-9.463027,11.634132,0.00092421443,0.0,0.0009242144177449168,0.0,0.0047044214,0.0,False,RES_vs_CON,CURES,CON,0.7529363171211447
Pdgfb,0.7470988395358144,0.25290116046418565,1.0831987232388367,2.5739325e-06,8.859458e-06,1.839682e-08,0.1,-1.556166,-1.5551996,2.2264535,-9.694136,6.8840227,0.0036968575,0.005179111,0.0036968576709796664,0.004747518342684506,0.014746738,0.021834984,False,RES_vs_CON,CURES,CON,0.7528270708393767
Rpl13a,0.7468987595038015,0.25310124049619853,1.0821400516317778,4.8270253e-05,8.117161e-05,1.839682e-08,0.1,-0.65414256,-0.6492076,0.83661807,-4.1141634,2.6177025,0.08271721,0.10487686,0.07948243992606296,0.09495036685369031,0.33631858,0.46194446,False,RES_vs_CON,CURES,CON,0.7526716244097934
Pdk2,0.7468987595038015,0.25310124049619853,1.0821400516317778,5.2015374e-05,8.187825e-05,1.839682e-08,0.1,-0.61863655,-0.6318078,0.78460747,-3.156848,1.7766457,0.10674679,0.17134231,0.10073937153419632,0.15105740181268956,0.42641,0.7318629,False,RES_vs_CON,CURES,CON,0.7526716244097934
Msh5,0.7464985994397759,0.2535014005602241,1.0800243668483782,1.924263e-06,7.3002525e-07,1.839682e-08,0.1,2.3170397,2.1951237,3.298597,-9.592644,14.3434105,0.0027726432,0.00043159258,0.00277264325323475,0.00043159257660768235,0.013553335,0.0024704782,False,RES_vs_CON,CURES,CON,0.7523606743310821
Slc35b2,0.7464985994397759,0.2535014005602241,1.0800243668483782,1.297063e-05,3.119909e-05,1.839682e-08,0.1,-1.1552444,-1.0917125,1.6068379,-7.883524,5.5297346,0.02772644,0.029348325,0.027264325323475027,0.028916702632714758,0.114370205,0.13594992,False,RES_vs_CON,CURES,CON,0.7523606743310821
Gm4107,0.7460984393757503,0.25390156062424973,1.077910886482148,2.402744e-05,9.389761e-06,1.839682e-08,0.1,1.3321539,1.3679819,1.8514379,-4.911751,9.779751,0.019408507,0.011653,0.01663585951940851,0.010789814415192063,0.07363611,0.05099189,False,RES_vs_CON,CURES,CON,0.7520496479362392
Ndufs8,0.7458983593437375,0.2541016406562625,1.0768549704051673,1.7616116e-05,3.348828e-05,1.839682e-08,0.1,-0.87454504,-0.89067745,1.1436586,-5.605715,3.1888971,0.044362303,0.053949144,0.04343807763401104,0.050064738886491086,0.17605276,0.24802242,False,RES_vs_CON,CURES,CON,0.7518941061114879
Mansc1,0.7454981992797118,0.25450180072028816,1.0747447813828626,2.1335609e-05,8.202906e-06,1.839682e-08,0.1,1.4154087,1.436676,2.038608,-5.872525,8.86101,0.01709797,0.010789814,0.01617375231053605,0.010789814415192063,0.06406361,0.048015382,False,RES_vs_CON,CURES,CON,0.7515368444874267
Gm31805,0.7450980392156863,0.2549019607843137,1.0726367764551332,9.0485906e-07,3.267989e-07,1.839682e-08,0.1,1.6143144,1.6407814,2.336489,-6.3439255,9.110365,0.00046210721,0.0,0.0004621072088724584,0.0,0.0014925944,0.0,False,RES_vs_CON,CURES,CON,0.7511795390141328
Drp2,0.7450980392156863,0.2549019607843137,1.0726367764551332,3.758765e-05,6.586497e-05,1.839682e-08,0.1,-0.7444652,-0.7555094,0.96754736,-3.612136,2.471506,0.106284685,0.092360735,0.09750462107208907,0.0820025895554597,0.40466037,0.40493265,False,RES_vs_CON,CURES,CON,0.7511795390141328
Gm28319,0.7448979591836735,0.2551020408163265,1.071583590504849,1.2596874e-07,6.891754e-07,1.839682e-08,0.1,-1.4749012,-1.390871,1.989201,-8.953363,5.4263134,0.0,0.0,0.0,0.0,0.0,0.0,False,RES_vs_CON,CURES,CON,0.7510700100331056
Snhg6,0.7446978791516606,0.25530212084833936,1.0705309475564468,4.316698e-06,1.2064512e-05,1.839682e-08,0.1,-1.586768,-1.5905418,2.210381,-8.96414,6.815858,0.0120147895,0.013810962,0.012014787430683922,0.013379369874838162,0.049921606,0.06492755,False,RES_vs_CON,CURES,CON,0.750914360342713
Cops9,0.7444977991196479,0.25550220088035214,1.069478846607351,3.3255215e-05,6.26481e-05,1.839682e-08,0.1,-0.8850463,-0.8471708,1.2133303,-5.4456778,3.1803942,0.04805916,0.05265437,0.04621072088724578,0.04963314630988341,0.20148495,0.23103957,False,RES_vs_CON,CURES,CON,0.7507586915436483
Slc6a13,0.7442977190876351,0.2557022809123649,1.0684272866572155,1.398336e-06,5.3660995e-07,1.839682e-08,0.1,1.8567759,1.801445,2.6598654,-8.2154665,11.372589,0.00092421443,0.0,0.0009242144177449168,0.0,0.0043054945,0.0,False,RES_vs_CON,CURES,CON,0.7506030036323922
Acss2,0.7442977190876351,0.2557022809123649,1.0684272866572155,0.00017278967,0.00012615265,1.839682e-08,0.1,0.47720924,0.4772582,0.5914228,-1.8112288,2.554039,0.40203267,0.23564993,0.2975970425138661,0.19033232628398905,1.517964,1.059849,False,RES_vs_CON,CURES,CON,0.7506030036323922
Irf2bpl,0.7440976390556222,0.2559023609443778,1.06737626670792,1.933278e-05,3.8304068e-05,1.839682e-08,0.1,-0.9757192,-0.9688053,1.3796074,-6.1203547,3.8349056,0.02587801,0.027190357,0.02495378927911274,0.02632714717306866,0.09920034,0.12789105,False,RES_vs_CON,CURES,CON,0.7504933702361101
Ebf4,0.7436974789915967,0.25630252100840334,1.065275842830453,3.6639758e-05,2.29308e-05,1.839682e-08,0.1,0.9817647,0.9601917,1.35029,-3.7303762,5.517312,0.05730131,0.031074695,0.05129390018484281,0.029779887785930124,0.21704186,0.14619628,False,RES_vs_CON,CURES,CON,0.7501358251902714
Gm35021,0.7436974789915967,0.25630252100840334,1.065275842830453,4.731583e-06,1.9608838e-06,1.839682e-08,0.1,1.6151648,1.5436306,2.3566945,-6.199953,13.142904,0.0032347504,0.0025895555,0.003234750462107208,0.002589555459646094,0.010764178,0.0105695855,False,RES_vs_CON,CURES,CON,0.7501358251902714
Rpl17,0.7434973989595839,0.2565026010404161,1.0642264369171015,2.84215e-05,4.822624e-05,1.839682e-08,0.1,-0.7224412,-0.7320509,0.9513999,-4.0706396,2.8224373,0.081792995,0.102287315,0.07809611829944557,0.09408718170047493,0.34328607,0.44557965,False,RES_vs_CON,CURES,CON,0.7500261142221705
Adgrb1,0.743297318927571,0.256702681072429,1.0631775670342174,0.00018342011,0.00013145163,1.839682e-08,0.1,0.5255333,0.5398679,0.6630424,-2.2283287,2.486683,0.537431,0.27708322,0.4177449168207068,0.23349158394475772,2.117559,1.253297,False,RES_vs_CON,CURES,CON,0.7498703239586181
Gm39383,0.7430972388955582,0.25690276110444177,1.062129232194701,3.1955358e-06,1.0980278e-06,1.839682e-08,0.1,1.5465939,1.5276699,2.2610347,-7.2626495,9.832768,0.00092421443,0.0,0.0009242144177449168,0.0,0.0035795786,0.0,False,RES_vs_CON,CURES,CON,0.749714514559739
Cry2,0.7430972388955582,0.25690276110444177,1.062129232194701,0.000116526615,8.846066e-05,1.839682e-08,0.1,0.41049546,0.41193247,0.4817011,-1.8269358,2.2987823,0.34011018,0.20371193,0.27772643253235013,0.17350021579628927,1.3132193,0.8949648,False,RES_vs_CON,CURES,CON,0.749714514559739
AV356131,0.7426970788315326,0.2573029211684674,1.06003416370827,1.2899292e-05,5.79724e-06,1.839682e-08,0.1,1.4179997,1.3391833,1.9449625,-4.788621,9.028208,0.024491688,0.008200259,0.02310536044362291,0.008200258955545964,0.09772903,0.037411757,False,RES_vs_CON,CURES,CON,0.7494028383418966
Zc3hav1,0.7426970788315326,0.2573029211684674,1.06003416370827,2.6638052e-05,6.599323e-05,1.839682e-08,0.1,-1.07261,-1.044281,1.4365728,-6.0321293,4.2689486,0.038817015,0.03495902,0.038354898336414006,0.031074665515753174,0.14933653,0.15512612,False,RES_vs_CON,CURES,CON,0.7494028383418966
Foxc1,0.7424969987995198,0.2575030012004802,1.0589874280980407,5.239467e-06,1.8767832e-06,1.839682e-08,0.1,2.3803596,2.2825394,3.4600415,-9.526693,13.502037,0.002310536,0.00043159258,0.0018484288354898336,0.00043159257660768235,0.01063343,0.0016116227,False,RES_vs_CON,CURES,CON,0.7492929968842381
Rbm22,0.7420968387354941,0.25790316126450585,1.0568955492514907,2.0478274e-05,4.4799148e-05,1.839682e-08,0.1,-0.9564065,-0.9422455,1.3121599,-6.2309113,3.8662643,0.049445484,0.037117,0.04852125693160807,0.034527406128614616,0.18656324,0.16270734,False,RES_vs_CON,CURES,CON,0.7489351804120099
Gabarap,0.7420968387354941,0.25790316126450585,1.0568955492514907,2.3289354e-05,3.953877e-05,1.839682e-08,0.1,-0.6937688,-0.6896224,0.9273364,-4.168866,2.4135542,0.07255085,0.08157098,0.07162661737523107,0.07466551575312903,0.2867409,0.3686731,False,RES_vs_CON,CURES,CON,0.7489351804120099
Exosc10,0.7414965986394558,0.25850340136054417,1.053761697304787,2.822111e-05,5.1947285e-05,1.839682e-08,0.1,-0.7571203,-0.74273586,1.033389,-4.6224346,3.7358446,0.07208874,0.078549854,0.0674676524953789,0.07121277514026754,0.2850787,0.33785972,False,RES_vs_CON,CURES,CON,0.7484213641219575
Dynlt3,0.741296518607443,0.25870348139255706,1.0527181337939164,1.586958e-05,3.524844e-05,1.839682e-08,0.1,-1.0403073,-0.9122944,1.4492972,-7.264806,4.70214,0.04482441,0.03323266,0.043900184842883494,0.03064307293914549,0.17826253,0.14837286,False,RES_vs_CON,CURES,CON,0.7482653891049507
Ndufb8,0.741296518607443,0.25870348139255706,1.0527181337939164,3.310165e-05,5.43474e-05,1.839682e-08,0.1,-0.6474654,-0.6529064,0.86548483,-4.484309,3.1345577,0.1363215,0.1480362,0.1280036968576717,0.1333621061717744,0.55116165,0.65179425,False,RES_vs_CON,CURES,CON,0.7482653891049507
Apbb1,0.741296518607443,0.25870348139255706,1.0527181337939164,1.5119537e-05,3.086441e-05,1.839682e-08,0.1,-0.9400266,-0.87159777,1.2587593,-5.62706,2.918129,0.04343809,0.029779915,0.04297597042513858,0.028485110056107075,0.17762548,0.13063253,False,RES_vs_CON,CURES,CON,0.7482653891049507
