gene,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2,fdr
Clec14a,0.5496198479391756,0.4503801520608244,0.19913484117947033,1.1234749e-06,1.5940764e-06,1.901019e-08,0.1,-0.46175766,-0.47723675,2.965715,-10.872633,12.728313,0.0003279764,0.00086318515,0.00032797638570022957,0.0008631851532153647,0.0014628742,0.003670456,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Styx,0.5496198479391756,0.4503801520608244,0.19913484117947033,6.319986e-05,8.044763e-05,1.901019e-08,0.1,-0.2667739,-0.23487234,1.0673662,-3.9818325,3.8207798,0.22630273,0.10401369,0.18268284683502778,0.09408718170047493,0.5752553,0.4522933,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm13620,0.5496198479391756,0.4503801520608244,0.19913484117947033,2.7425028e-06,2.5229551e-06,1.901019e-08,0.1,0.4681732,0.37324333,2.4022362,-7.592057,10.809662,0.004919646,0.0047475183,0.004591669399803213,0.004747518342684506,0.018363189,0.022167623,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Eef1akmt3,0.5496198479391756,0.4503801520608244,0.19913484117947033,3.4506497e-06,2.8552993e-06,1.901019e-08,0.1,0.39327723,0.42975616,2.6106012,-8.995326,8.951305,0.0009839291,0.0017263703,0.0009839291571006887,0.0017263703064307294,0.0026386494,0.007588141,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
4930470G03Rik,0.5496198479391756,0.4503801520608244,0.19913484117947033,2.2133834e-06,2.7706142e-06,1.901019e-08,0.1,-0.38490453,-0.41421413,2.5974803,-9.508381,10.466516,0.0022958347,0.003021148,0.0022958346999016072,0.0030211480362537764,0.006844297,0.012217717,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
4930592A05Rik,0.5496198479391756,0.4503801520608244,0.19913484117947033,1.2529721e-05,9.7724915e-06,1.901019e-08,0.1,0.37459862,0.37069464,2.1181934,-8.316591,9.394532,0.015086914,0.011653,0.014430960970810093,0.011221406991799746,0.043538094,0.048531406,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm33148,0.5496198479391756,0.4503801520608244,0.19913484117947033,3.0995163e-06,2.5896088e-06,1.901019e-08,0.1,0.42975184,0.38912487,2.4975708,-8.82489,10.179303,0.0045916694,0.003021148,0.004591669399803213,0.0030211480362537764,0.010219089,0.014917135,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Dusp19,0.5496198479391756,0.4503801520608244,0.19913484117947033,7.6181263e-06,9.649048e-06,1.901019e-08,0.1,-0.30578032,-0.30929375,1.9124274,-7.383909,7.780797,0.014102985,0.017263707,0.013775008199409635,0.01726370306430731,0.037456233,0.07821921,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Chsy1,0.5496198479391756,0.4503801520608244,0.19913484117947033,5.2262694e-05,6.250925e-05,1.901019e-08,0.1,-0.20940998,-0.24490023,1.1804018,-4.835264,4.2672186,0.13742161,0.08847642,0.11675959330928166,0.0789814415192059,0.35618055,0.38495162,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Sgcb,0.5496198479391756,0.4503801520608244,0.19913484117947033,3.2513395e-05,3.5995152e-05,1.901019e-08,0.1,-0.20466365,-0.25035858,1.1139115,-3.8932705,4.5687914,0.08199384,0.05783349,0.07773040341095437,0.05567544238239092,0.2596843,0.2611261,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Psme3,0.5496198479391756,0.4503801520608244,0.19913484117947033,1.3424036e-05,1.6684051e-05,1.901019e-08,0.1,-0.2766891,-0.31733322,1.6625972,-6.724365,5.936759,0.033125605,0.022011232,0.030829780255821563,0.02114803625377646,0.08706752,0.09813575,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm15813,0.5496198479391756,0.4503801520608244,0.19913484117947033,2.5555198e-06,1.831186e-06,1.901019e-08,0.1,0.5540972,0.48946953,3.0656474,-10.304848,10.858496,0.0029517876,0.00086318515,0.0022958346999016072,0.0008631851532153647,0.009337775,0.0036834804,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Lrrc57,0.5496198479391756,0.4503801520608244,0.19913484117947033,2.7725126e-05,3.866193e-05,1.901019e-08,0.1,-0.27309665,-0.28558493,1.4640752,-5.8134756,5.509161,0.03279763,0.024169203,0.031813709412922254,0.023305999136814876,0.100498505,0.10711541,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Efemp1,0.5496198479391756,0.4503801520608244,0.19913484117947033,2.9667852e-05,2.3784445e-05,1.901019e-08,0.1,0.32815677,0.30662584,1.7033063,-6.3758097,6.8410435,0.04132499,0.03323265,0.031813709412922254,0.02934829520932244,0.109045036,0.13345198,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Elovl2,0.5496198479391756,0.4503801520608244,0.19913484117947033,4.6698762e-05,5.331655e-05,1.901019e-08,0.1,-0.22299398,-0.23507023,1.0896206,-4.023678,4.301235,0.09937654,0.062149417,0.08658576582486056,0.05740181268882164,0.2562407,0.26992878,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
3222401L13Rik,0.5494197679071628,0.45058023209283715,0.1983265930757495,6.593281e-05,7.043342e-05,1.901019e-08,0.1,-0.19470634,-0.2186327,0.9644902,-3.4368038,3.957634,0.12397461,0.14501503,0.10724827812397501,0.12041432887354382,0.39023334,0.6232906,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
9430085M18Rik,0.5494197679071628,0.45058023209283715,0.1983265930757495,1.0173803e-06,1.0029893e-06,1.901019e-08,0.1,0.38030034,0.4424448,2.933692,-11.327786,11.181128,0.0003279764,0.0012947777,0.00032797638570022957,0.001294777729823047,0.0012018189,0.0053592203,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Nagpa,0.5494197679071628,0.45058023209283715,0.1983265930757495,8.92885e-06,7.0188607e-06,1.901019e-08,0.1,0.3628596,0.37074375,1.9192325,-5.8370876,8.253268,0.017382748,0.010358222,0.01705477205641193,0.01035822183858438,0.05917242,0.043375313,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Pomk,0.5494197679071628,0.45058023209283715,0.1983265930757495,1.5098828e-05,1.8235454e-05,1.901019e-08,0.1,-0.36765954,-0.31023598,1.7654516,-7.278324,6.9826508,0.017382748,0.01899008,0.01705477205641193,0.01855848079413036,0.051275887,0.083035514,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Tmco1,0.5494197679071628,0.45058023209283715,0.1983265930757495,8.884754e-05,0.000100665675,1.901019e-08,0.1,-0.25312087,-0.22036362,1.0139371,-3.926467,3.5459394,0.119054995,0.15580496,0.10429649065267295,0.13810962451445896,0.44589522,0.6951614,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm50100,0.5494197679071628,0.45058023209283715,0.1983265930757495,2.6218147e-06,2.3198115e-06,1.901019e-08,0.1,0.33574754,0.38924122,2.3331585,-10.504934,8.900735,0.009183339,0.005179111,0.009183338799606424,0.005179110919292188,0.02670534,0.02302885,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Fgfr2,0.5494197679071628,0.45058023209283715,0.1983265930757495,0.00035829225,0.0004221727,1.901019e-08,0.1,-0.17711088,-0.1763506,0.59508866,-2.1169949,1.8936806,1.4267097,1.1765234,0.6657920629715007,0.6128614587828998,3.9739134,5.101939,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Tfam,0.5494197679071628,0.45058023209283715,0.1983265930757495,2.4964738e-05,2.3440987e-05,1.901019e-08,0.1,0.21821822,0.24828815,1.3189672,-5.1158876,5.380726,0.04394878,0.028916724,0.04001311905542799,0.02762192490289171,0.12810051,0.13020377,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Rcan1,0.5494197679071628,0.45058023209283715,0.1983265930757495,3.3099346e-05,3.78721e-05,1.901019e-08,0.1,-0.22737508,-0.22721004,1.0922416,-3.8708591,3.834218,0.07609033,0.053085957,0.06821908822564772,0.050064738886491086,0.19311532,0.24042495,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Tomm20,0.5494197679071628,0.45058023209283715,0.1983265930757495,5.727218e-05,6.580546e-05,1.901019e-08,0.1,-0.22527346,-0.2142129,0.88831896,-3.4362135,2.8978205,0.17481068,0.19076408,0.15480485405050828,0.16141562365127404,0.646489,0.8739443,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
5330413P13Rik,0.5494197679071628,0.45058023209283715,0.1983265930757495,1.5366252e-06,1.9412432e-06,1.901019e-08,0.1,-0.4222739,-0.4115305,2.793447,-10.200375,10.195269,0.0003279764,0.0017263703,0.00032797638570022957,0.0017263703064307294,0.00064817467,0.008265857,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Slc35d3,0.5494197679071628,0.45058023209283715,0.1983265930757495,2.2351398e-06,2.147412e-06,1.901019e-08,0.1,0.38750848,0.40694618,2.502675,-9.380085,8.799133,0.0022958347,0.0017263703,0.0022958346999016072,0.0017263703064307294,0.008182753,0.008930229,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Fsip1,0.5494197679071628,0.45058023209283715,0.1983265930757495,9.0177014e-07,1.3119442e-06,1.901019e-08,0.1,-0.42058825,-0.4580536,2.6339943,-9.295937,10.55967,0.0003279764,0.0012947777,0.00032797638570022957,0.001294777729823047,0.0006209322,0.0065229675,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Zbtb33,0.5494197679071628,0.45058023209283715,0.1983265930757495,1.6040822e-05,1.748106e-05,1.901019e-08,0.1,-0.28741962,-0.3149929,1.7076484,-5.627282,6.752695,0.022302395,0.012516185,0.02164644145621514,0.012084592145015113,0.06310471,0.05708134,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Mrpl37,0.5494197679071628,0.45058023209283715,0.1983265930757495,2.272835e-05,1.9519906e-05,1.901019e-08,0.1,0.30626974,0.30502272,1.6065067,-6.3874674,5.680707,0.039357122,0.024169203,0.03804526074122661,0.02373759171342256,0.12606588,0.10612391,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Nxt1,0.5494197679071628,0.45058023209283715,0.1983265930757495,1.8325765e-05,1.3277069e-05,1.901019e-08,0.1,0.366571,0.36471558,2.184889,-6.7471457,9.964714,0.016070843,0.01899008,0.014758937356510323,0.018126888217522678,0.0509041,0.079936676,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Pi4k2b,0.5492196878751501,0.4507803121248499,0.1975184095352821,2.2966948e-05,1.9322453e-05,1.901019e-08,0.1,0.3018353,0.32160664,1.8910052,-6.3020887,6.473259,0.03706131,0.022874419,0.03410954411282386,0.02114803625377646,0.09824265,0.10158909,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm16861,0.5492196878751501,0.4507803121248499,0.1975184095352821,5.3893095e-06,8.128813e-06,1.901019e-08,0.1,-0.30833045,-0.43793106,2.9259293,-9.579252,10.459654,0.0013119056,0.0038843332,0.0013119055428009183,0.0034527406128614588,0.0024438687,0.019506127,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Agpat4,0.5492196878751501,0.4507803121248499,0.1975184095352821,2.6714368e-05,3.0170731e-05,1.901019e-08,0.1,-0.19886246,-0.22085333,1.0080837,-3.7553282,3.544796,0.045260668,0.043159313,0.04329288291243028,0.04229607250755285,0.15618502,0.19148931,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm9801,0.5492196878751501,0.4507803121248499,0.1975184095352821,8.494559e-05,9.588715e-05,1.901019e-08,0.1,-0.1620336,-0.17203903,0.60374784,-2.505352,2.1824684,0.31551176,0.17479521,0.24598228927517204,0.15709969788519718,0.82276607,0.7403736,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Eny2,0.5492196878751501,0.4507803121248499,0.1975184095352821,6.3324864e-05,5.7080048e-05,1.901019e-08,0.1,0.16884844,0.18576908,0.719276,-2.5752745,2.7761002,0.18202612,0.1113507,0.16038045260741218,0.0984031074665518,0.5198392,0.47226644,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Erlin1,0.5492196878751501,0.4507803121248499,0.1975184095352821,3.8309157e-05,5.22638e-05,1.901019e-08,0.1,-0.3303882,-0.30211592,1.6061608,-5.9582767,5.0396757,0.069858804,0.047475237,0.06297146605444405,0.04186447993094517,0.19295049,0.20840597,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
P4htm,0.5492196878751501,0.4507803121248499,0.1975184095352821,3.94863e-05,4.5622946e-05,1.901019e-08,0.1,-0.21075799,-0.19446611,0.6867712,-2.4680395,1.957325,0.11544725,0.1217089,0.10528041980977364,0.11221406991799777,0.36946347,0.5266521,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
E230016K23Rik,0.5492196878751501,0.4507803121248499,0.1975184095352821,1.648086e-06,1.506625e-06,1.901019e-08,0.1,0.42164233,0.4835453,3.1270046,-10.626081,10.865517,0.003279764,0.0012947777,0.0032797638570022953,0.001294777729823047,0.008114724,0.004699619,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Pln,0.5492196878751501,0.4507803121248499,0.1975184095352821,9.469545e-06,1.0946869e-05,1.901019e-08,0.1,-0.30410457,-0.30212307,1.632001,-7.271243,6.686861,0.023286324,0.013810962,0.0223023942276156,0.013810962451445846,0.06016789,0.05864521,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm15965,0.5492196878751501,0.4507803121248499,0.1975184095352821,3.5566304e-06,4.261125e-06,1.901019e-08,0.1,-0.36085033,-0.4058981,2.5040228,-9.551357,9.571804,0.003279764,0.0064738886,0.0032797638570022953,0.006473888649115235,0.009574897,0.022866243,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Paqr5,0.5492196878751501,0.4507803121248499,0.1975184095352821,1.1058787e-06,6.7715075e-07,1.901019e-08,0.1,0.4573114,0.4646368,2.7859728,-9.876625,9.773571,0.0019678583,0.0,0.0019678583142013774,0.0,0.005720577,0.0,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Pcdhga10,0.5492196878751501,0.4507803121248499,0.1975184095352821,7.888424e-06,1.0450437e-05,1.901019e-08,0.1,-0.33711633,-0.3437991,1.9655045,-7.204034,7.09319,0.008527386,0.0038843332,0.008527386028205965,0.0034527406128614588,0.022720722,0.014166417,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Ninl,0.5492196878751501,0.4507803121248499,0.1975184095352821,3.2211312e-05,3.421224e-05,1.901019e-08,0.1,-0.30352083,-0.30880308,1.7612143,-6.676697,6.3933544,0.061003473,0.029348321,0.05477205641193831,0.02805351747949939,0.15151022,0.13355358,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Tgfbr2,0.5492196878751501,0.4507803121248499,0.1975184095352821,6.7618203e-06,8.320248e-06,1.901019e-08,0.1,-0.3609688,-0.36296654,2.0080462,-8.915761,7.506365,0.012135127,0.011221407,0.01147917349950803,0.010789814415192063,0.031556454,0.04671957,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Errfi1,0.5492196878751501,0.4507803121248499,0.1975184095352821,2.3181365e-05,3.0568513e-05,1.901019e-08,0.1,-0.2574517,-0.26796436,1.3443409,-5.329647,4.226652,0.062971324,0.04618046,0.056411938340439456,0.04359085023737589,0.17663297,0.20722893,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Arhgap27,0.5492196878751501,0.4507803121248499,0.1975184095352821,2.4718415e-06,3.7969496e-06,1.901019e-08,0.1,-0.42412063,-0.40682697,2.592583,-10.960692,8.628916,0.0055755987,0.0025895555,0.005575598556903901,0.002589555459646094,0.016702976,0.012388336,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Smcr8,0.5492196878751501,0.4507803121248499,0.1975184095352821,6.9725875e-06,5.854544e-06,1.901019e-08,0.1,0.30239177,0.3153181,1.6886817,-6.025193,6.559963,0.014430962,0.0086318515,0.014430960970810093,0.008631851532153647,0.040135767,0.04090162,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Cubn,0.5492196878751501,0.4507803121248499,0.1975184095352821,3.4695772e-06,4.3693794e-06,1.901019e-08,0.1,-0.3398687,-0.3888855,2.4049652,-8.327496,7.58469,0.0052476223,0.0034527406,0.004919645785503442,0.0034527406128614588,0.011136556,0.0155493375,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Mrfap1,0.5492196878751501,0.4507803121248499,0.1975184095352821,5.691528e-05,6.2779436e-05,1.901019e-08,0.1,-0.21425638,-0.24660444,1.3182317,-4.9784,5.7762756,0.07215459,0.06560213,0.06789111183994749,0.06085455330168308,0.2632971,0.29565766,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Mapk6,0.5490196078431373,0.4509803921568627,0.19671029028642728,8.572224e-05,7.477516e-05,1.901019e-08,0.1,0.20669316,0.20156097,0.82072943,-2.9489431,2.9350681,0.2682835,0.115666665,0.20990488684814682,0.10056107034959023,0.67962873,0.50272274,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Rsph1,0.5490196078431373,0.4509803921568627,0.19671029028642728,4.3441773e-06,4.768288e-06,1.901019e-08,0.1,-0.46584827,-0.410491,2.6308105,-10.927499,9.160032,0.0039357166,0.0025895555,0.003935716628402754,0.002589555459646094,0.010885989,0.011030186,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gdpgp1,0.5490196078431373,0.4509803921568627,0.19671029028642728,7.638545e-06,9.033783e-06,1.901019e-08,0.1,-0.33058342,-0.3334031,1.700102,-6.312044,6.367872,0.017382748,0.01899008,0.01705477205641193,0.018990073370738044,0.048786946,0.08472034,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm21781,0.5490196078431373,0.4509803921568627,0.19671029028642728,1.9988945e-05,3.1458883e-05,1.901019e-08,0.1,-0.35499665,-0.33535433,1.6365746,-6.043661,5.524143,0.051492196,0.016832113,0.046572646769432575,0.016832110487699628,0.12421422,0.07643996,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Cpeb1,0.5490196078431373,0.4509803921568627,0.19671029028642728,0.00015762364,0.00014289432,1.901019e-08,0.1,0.14844522,0.17053652,0.58507085,-2.578123,2.4249334,0.65037936,0.26845118,0.38996392259758456,0.20975399223133495,1.5911269,1.1631441,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Cux2,0.5490196078431373,0.4509803921568627,0.19671029028642728,4.10612e-05,4.6704943e-05,1.901019e-08,0.1,-0.20793688,-0.2300725,1.0485219,-3.6714487,3.9838552,0.16267571,0.08113941,0.13217448343719246,0.07423392317652135,0.39481536,0.34601113,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Nt5c1a,0.5490196078431373,0.4509803921568627,0.19671029028642728,1.9911657e-05,2.8017103e-05,1.901019e-08,0.1,-0.36241898,-0.3310442,1.8016518,-6.7985106,6.7300663,0.025582159,0.016832113,0.023614299770416517,0.01596892533448426,0.06843688,0.07334536,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm17705,0.5490196078431373,0.4509803921568627,0.19671029028642728,3.7572054e-06,5.0597987e-06,1.901019e-08,0.1,-0.35895926,-0.36738396,2.374481,-8.6087055,7.7810516,0.0029517876,0.005179111,0.002951787471302066,0.005179110919292188,0.013639078,0.024779113,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Stat4,0.5490196078431373,0.4509803921568627,0.19671029028642728,8.520969e-07,1.533199e-06,1.901019e-08,0.1,-0.4438842,-0.50054836,3.1513684,-10.120337,11.458595,0.0003279764,0.0012947777,0.00032797638570022957,0.001294777729823047,0.001857171,0.0048278617,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm16793,0.5490196078431373,0.4509803921568627,0.19671029028642728,4.7321814e-06,6.0241955e-06,1.901019e-08,0.1,-0.41097528,-0.3775158,2.4021332,-8.511808,8.021781,0.008855362,0.0034527406,0.008855362413906194,0.0034527406128614588,0.026226908,0.0140691465,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Slc40a1,0.5490196078431373,0.4509803921568627,0.19671029028642728,2.6538107e-06,4.8187035e-06,1.901019e-08,0.1,-0.41440815,-0.42791653,2.7177546,-11.3033495,8.493589,0.003279764,0.0025895555,0.002951787471302066,0.0021579628830384117,0.0074826186,0.011393001,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Resp18,0.5490196078431373,0.4509803921568627,0.19671029028642728,8.5919906e-05,9.825126e-05,1.901019e-08,0.1,-0.17458607,-0.2167716,1.0470299,-3.3035412,4.096156,0.25122887,0.32887456,0.18825844539193168,0.2473025463962037,1.1207952,1.4804924,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm15489,0.5490196078431373,0.4509803921568627,0.19671029028642728,1.512474e-05,1.8891775e-05,1.901019e-08,0.1,-0.32189354,-0.33133698,1.9025393,-6.835967,7.0919504,0.024926206,0.019853268,0.023614299770416517,0.018990073370738044,0.07197419,0.085267186,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Spns3,0.5490196078431373,0.4509803921568627,0.19671029028642728,6.3903025e-07,4.552426e-07,1.901019e-08,0.1,0.46720147,0.49121857,2.9227982,-10.881069,10.369924,0.0006559528,0.0,0.0006559527714004591,0.0,0.0024994412,0.0,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Adamts10,0.5490196078431373,0.4509803921568627,0.19671029028642728,2.3424533e-05,1.7553357e-05,1.901019e-08,0.1,0.34149542,0.31065226,1.7450807,-5.875887,7.18801,0.036405355,0.02805354,0.03443752049852409,0.027190332326284025,0.102833554,0.12019939,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Wdr38,0.5490196078431373,0.4509803921568627,0.19671029028642728,6.591582e-06,1.2657556e-05,1.901019e-08,0.1,-0.35105258,-0.36439896,2.241375,-8.135954,7.0359964,0.008527386,0.009495037,0.007871433256805506,0.00906344410876133,0.032840498,0.041183937,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm19938,0.5490196078431373,0.4509803921568627,0.19671029028642728,1.1178122e-05,1.0018939e-05,1.901019e-08,0.1,0.34505814,0.32153654,1.7911649,-7.5689735,7.6531487,0.040013082,0.017263707,0.037389307969826154,0.01726370306430731,0.09751747,0.08099255,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Ncoa7,0.5490196078431373,0.4509803921568627,0.19671029028642728,9.432737e-05,0.0001074615,1.901019e-08,0.1,-0.1833449,-0.17454481,0.62118644,-2.71482,2.583293,0.34437358,0.20543842,0.2587733683174817,0.17091066033664315,0.93246436,0.8908121,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Fbxl13,0.5490196078431373,0.4509803921568627,0.19671029028642728,3.6015538e-06,2.9130542e-06,1.901019e-08,0.1,0.40552595,0.37219143,2.390003,-9.321043,8.960278,0.0055755987,0.0021579629,0.005247622171203671,0.0021579628830384117,0.01469345,0.007955926,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Relch,0.5488195278111244,0.4511804721888756,0.1959022350576708,0.00013265485,0.00011994477,1.901019e-08,0.1,0.15004468,0.1545167,0.42285448,-1.3008032,1.7362404,0.55788726,0.24946114,0.37094129222696964,0.21018558480794264,1.3947705,1.0949116,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
1700029I15Rik,0.5488195278111244,0.4511804721888756,0.1959022350576708,1.4406227e-06,1.0693293e-06,1.901019e-08,0.1,0.37408453,0.45693398,2.4373116,-8.147389,10.952386,0.003279764,0.00043159258,0.0032797638570022953,0.00043159257660768235,0.0073534194,0.0025328202,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm29480,0.5488195278111244,0.4511804721888756,0.1959022350576708,1.7932337e-06,2.5800211e-06,1.901019e-08,0.1,-0.33779278,-0.39761543,2.4164171,-10.547126,10.723526,0.0009839291,0.003021148,0.0009839291571006887,0.0030211480362537764,0.0028353715,0.016405663,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Ggta1,0.5488195278111244,0.4511804721888756,0.1959022350576708,4.505343e-06,3.3814702e-06,1.901019e-08,0.1,0.42164767,0.42190456,2.7571876,-10.097429,10.958738,0.007543457,0.003021148,0.007543456871105277,0.0030211480362537764,0.020823162,0.014194087,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Trpc4,0.5488195278111244,0.4511804721888756,0.1959022350576708,4.4826106e-06,4.4757053e-06,1.901019e-08,0.1,0.4405394,0.37964058,2.2923992,-8.02807,8.630234,0.010167268,0.0038843332,0.009839291571006882,0.003884333189469141,0.025266357,0.017940754,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Map3k8,0.5488195278111244,0.4511804721888756,0.1959022350576708,2.4905328e-06,2.2879597e-06,1.901019e-08,0.1,0.51101166,0.49059772,2.9400704,-11.362144,12.51571,0.004263693,0.0021579629,0.004263693014102983,0.0021579628830384117,0.012752274,0.01132475,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Arhgap19,0.5488195278111244,0.4511804721888756,0.1959022350576708,2.7401793e-06,5.012792e-06,1.901019e-08,0.1,-0.4228112,-0.45313835,2.6662433,-10.344653,9.940871,0.001639882,0.0038843332,0.0016398819285011479,0.0034527406128614588,0.0046441397,0.017808195,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm46563,0.5488195278111244,0.4511804721888756,0.1959022350576708,1.8462446e-06,2.420168e-06,1.901019e-08,0.1,-0.42495534,-0.4681816,3.1001737,-11.503141,12.443329,0.0045916694,0.003021148,0.003935716628402754,0.0030211480362537764,0.009905698,0.009825997,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm26781,0.5488195278111244,0.4511804721888756,0.1959022350576708,3.6246668e-06,3.15508e-06,1.901019e-08,0.1,0.491612,0.4286108,2.863361,-11.028137,11.0699215,0.0055755987,0.0017263703,0.005247622171203671,0.0017263703064307294,0.012506752,0.0081936885,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Gm49380,0.5488195278111244,0.4511804721888756,0.1959022350576708,1.4104359e-05,1.5517611e-05,1.901019e-08,0.1,-0.32593957,-0.3795433,2.1170478,-8.290312,8.692403,0.021974418,0.01337937,0.020006559527713994,0.012947777298230479,0.05599483,0.057535596,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
AA386476,0.5488195278111244,0.4511804721888756,0.1959022350576708,1.4123367e-05,1.8793788e-05,1.901019e-08,0.1,-0.2635918,-0.29405403,1.60318,-5.57458,5.3218355,0.031157758,0.022874419,0.029189898327320416,0.021579628830384143,0.08705549,0.108374506,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Uqcrc2,0.5488195278111244,0.4511804721888756,0.1959022350576708,6.3262574e-05,5.6776782e-05,1.901019e-08,0.1,0.19615707,0.17719841,0.6559751,-2.2666645,2.5467167,0.23417409,0.13034078,0.1964578550344374,0.12170910660336688,0.63781244,0.5657538,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
4930458D05Rik,0.5488195278111244,0.4511804721888756,0.1959022350576708,8.442918e-07,1.3154671e-06,1.901019e-08,0.1,-0.51744634,-0.480896,3.008188,-11.594623,11.036989,0.0006559528,0.00086318515,0.0006559527714004591,0.0008631851532153647,0.0011763889,0.0029300842,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
Sulf1,0.5488195278111244,0.4511804721888756,0.1959022350576708,2.0891444e-05,2.9089875e-05,1.901019e-08,0.1,-0.36193544,-0.39882755,2.15049,-8.912882,10.267244,0.04001308,0.03927495,0.036733355198425695,0.034527406128614616,0.11334062,0.16151722,False,SUS_vs_CON,CUSUS,CON,0.6643160428121393
